title,time,year,month,day_week,date,hour
 one piece op,2016-06-06 15:31:30,2016,June,Monday,2016-06-06,15
 kaitou joker nightcore,2016-06-06 04:40:53,2016,June,Monday,2016-06-06,4
 kaitou joker op,2016-06-06 04:40:35,2016,June,Monday,2016-06-06,4
 calopsita falando,2016-06-05 13:46:41,2016,June,Sunday,2016-06-05,13
 ms marvel,2016-06-03 15:11:20,2016,June,Friday,2016-06-03,15
 kareshi kanojo no jijou,2016-06-02 14:45:49,2016,June,Thursday,2016-06-02,14
 karekano op,2016-06-02 14:44:07,2016,June,Thursday,2016-06-02,14
 kare kano op,2016-06-02 14:44:01,2016,June,Thursday,2016-06-02,14
 kare kano,2016-06-02 14:43:55,2016,June,Thursday,2016-06-02,14
 doki doki waku waku,2016-06-02 14:24:14,2016,June,Thursday,2016-06-02,14
 himouto umaru-chan op,2016-06-02 05:14:40,2016,June,Thursday,2016-06-02,5
 liniker,2016-06-02 03:06:56,2016,June,Thursday,2016-06-02,3
 sunny in the rain strawberry,2016-05-26 05:07:17,2016,May,Thursday,2016-05-26,5
 sunny singing in the rain,2016-05-26 05:06:48,2016,May,Thursday,2016-05-26,5
 himouto,2016-05-26 04:25:20,2016,May,Thursday,2016-05-26,4
 flash gordon,2016-05-26 04:21:55,2016,May,Thursday,2016-05-26,4
 go onger live,2016-05-26 04:01:58,2016,May,Thursday,2016-05-26,4
 go onger,2016-05-26 04:01:52,2016,May,Thursday,2016-05-26,4
 gokaiger sentai spirit,2016-05-26 04:00:44,2016,May,Thursday,2016-05-26,4
 go onger sentai spirit,2016-05-26 04:00:40,2016,May,Thursday,2016-05-26,4
 lo borges e samuel rosa,2016-05-26 03:09:54,2016,May,Thursday,2016-05-26,3
 maglore album,2016-05-26 02:42:23,2016,May,Thursday,2016-05-26,2
 thinking out loud,2016-05-24 00:43:49,2016,May,Tuesday,2016-05-24,0
 thinking out loud,2016-05-23 21:57:03,2016,May,Monday,2016-05-23,21
 bita e os animais,2016-05-23 15:26:23,2016,May,Monday,2016-05-23,15
 cultura livre,2016-05-23 02:37:04,2016,May,Monday,2016-05-23,2
 to cagado de fome,2016-05-23 01:44:34,2016,May,Monday,2016-05-23,1
 to cagado de fome,2016-05-22 20:27:24,2016,May,Sunday,2016-05-22,20
 hypnotize,2016-05-22 13:15:55,2016,May,Sunday,2016-05-22,13
 soja you and me,2016-05-21 21:59:54,2016,May,Saturday,2016-05-21,21
 céu bob marley,2016-05-20 16:03:28,2016,May,Friday,2016-05-20,16
 varanda suspensa,2016-05-20 15:58:59,2016,May,Friday,2016-05-20,15
 canto dona leda,2016-05-20 04:52:34,2016,May,Friday,2016-05-20,4
 não chore mais gilberto gil,2016-05-20 04:46:14,2016,May,Friday,2016-05-20,4
 samuel rosa e lo borges,2016-05-20 02:59:43,2016,May,Friday,2016-05-20,2
 milton nascimento,2016-05-20 02:59:04,2016,May,Friday,2016-05-20,2
 bom gosto,2016-05-20 02:35:13,2016,May,Friday,2016-05-20,2
 roda viva sebastiao salgado,2016-05-15 06:52:15,2016,May,Sunday,2016-05-15,6
 marie gabrielle,2016-05-15 06:00:49,2016,May,Sunday,2016-05-15,6
 edson gomes,2016-05-14 13:31:56,2016,May,Saturday,2016-05-14,13
 confissoes de um homem livre companhia das letras,2016-05-10 02:07:21,2016,May,Tuesday,2016-05-10,2
 livro confissoes de um homem livre companhia das letras,2016-05-10 02:07:14,2016,May,Tuesday,2016-05-10,2
 livro confissoes de um homem livre,2016-05-10 02:07:04,2016,May,Tuesday,2016-05-10,2
 confissoes de um homem livre,2016-05-10 02:06:45,2016,May,Tuesday,2016-05-10,2
 maria gadu e caetano veloso,2016-05-09 22:08:32,2016,May,Monday,2016-05-09,22
 samuel rosa e lo borges album,2016-05-09 14:34:58,2016,May,Monday,2016-05-09,14
 samuel rosa e lo borges,2016-05-09 14:34:46,2016,May,Monday,2016-05-09,14
 maria gadu e caetano veloso,2016-05-09 01:41:37,2016,May,Monday,2016-05-09,1
 mesmo que seja eu ney matogrosso,2016-05-09 01:37:29,2016,May,Monday,2016-05-09,1
 caetano veloso meia lua inteira,2016-05-09 01:23:24,2016,May,Monday,2016-05-09,1
 caetano veloso outras palavras,2016-05-09 01:23:14,2016,May,Monday,2016-05-09,1
 caetano veloso,2016-05-09 01:23:03,2016,May,Monday,2016-05-09,1
 ogum jorge ben,2016-05-09 01:22:40,2016,May,Monday,2016-05-09,1
 taj mahal jorge ben jor,2016-05-09 01:21:57,2016,May,Monday,2016-05-09,1
 porta dos fundos,2016-05-09 01:17:09,2016,May,Monday,2016-05-09,1
 enquanto corria a barca,2016-05-09 01:15:43,2016,May,Monday,2016-05-09,1
 cade meu chip pedro,2016-05-09 00:58:35,2016,May,Monday,2016-05-09,0
 adnet ive brussel,2016-05-09 00:54:21,2016,May,Monday,2016-05-09,0
 jorge ben ive brussel,2016-05-09 00:49:26,2016,May,Monday,2016-05-09,0
 imagina djavan,2016-05-09 00:45:45,2016,May,Monday,2016-05-09,0
 noite djavan,2016-05-09 00:40:32,2016,May,Monday,2016-05-09,0
 sina djavan,2016-05-09 00:35:11,2016,May,Monday,2016-05-09,0
 quem sabe isso quer dizer amor,2016-05-09 00:23:12,2016,May,Monday,2016-05-09,0
 vila maluca redetv,2016-05-08 16:45:10,2016,May,Sunday,2016-05-08,16
 vila maluca abertura,2016-05-08 16:44:57,2016,May,Sunday,2016-05-08,16
 vila maluca,2016-05-08 16:40:59,2016,May,Sunday,2016-05-08,16
 rainha céu ao vivo,2016-05-07 15:39:11,2016,May,Saturday,2016-05-07,15
 rainha céu ao vivo,2016-05-07 15:00:12,2016,May,Saturday,2016-05-07,15
 rainha céu ao vivo,2016-05-07 13:17:41,2016,May,Saturday,2016-05-07,13
 forró pé de serra,2016-05-01 03:06:41,2016,May,Sunday,2016-05-01,3
 mundo da lua,2016-04-30 16:03:54,2016,April,Saturday,2016-04-30,16
 mundo da lua,2016-04-30 04:22:33,2016,April,Saturday,2016-04-30,4
 abertura menino maluquinho,2016-04-30 03:52:54,2016,April,Saturday,2016-04-30,3
 destruidores enem,2016-04-29 23:33:04,2016,April,Friday,2016-04-29,23
 destruidores enem,2016-04-29 15:13:27,2016,April,Friday,2016-04-29,15
 quimica organica descomplica,2016-04-29 05:14:29,2016,April,Friday,2016-04-29,5
 distribuição binomial,2016-04-26 03:47:00,2016,April,Tuesday,2016-04-26,3
 deus lhe pague pitty,2016-04-18 16:20:57,2016,April,Monday,2016-04-18,16
 tropicalia caetano,2016-04-18 16:12:55,2016,April,Monday,2016-04-18,16
 jeito de amar maria bethania,2016-04-18 16:08:32,2016,April,Monday,2016-04-18,16
 astronauta lulu santos acustico mtv,2016-04-18 03:30:23,2016,April,Monday,2016-04-18,3
 marina lima pra começar,2016-04-17 15:21:36,2016,April,Sunday,2016-04-17,15
 marina lima o mundo pode ser seu,2016-04-17 15:20:29,2016,April,Sunday,2016-04-17,15
 marina lima melhores,2016-04-17 15:19:56,2016,April,Sunday,2016-04-17,15
 marina lima perfil,2016-04-17 15:19:14,2016,April,Sunday,2016-04-17,15
 raul seixas 20 melhores,2016-04-16 16:29:44,2016,April,Saturday,2016-04-16,16
 anatomia vertebras parte 2,2016-04-16 15:21:06,2016,April,Saturday,2016-04-16,15
 anatomia veterinaria ossos coluna,2016-04-16 14:09:12,2016,April,Saturday,2016-04-16,14
 o lado bom de ser gay,2016-04-14 13:53:45,2016,April,Thursday,2016-04-14,13
 agora eu sei que tu é gay,2016-04-14 13:53:14,2016,April,Thursday,2016-04-14,13
 agora eu sei que tu é ga,2016-04-14 13:53:09,2016,April,Thursday,2016-04-14,13
 somewhere only we know keane,2016-04-14 02:38:42,2016,April,Thursday,2016-04-14,2
 meu mundo é o barro,2016-04-10 18:04:48,2016,April,Sunday,2016-04-10,18
 rappa album,2016-04-10 18:04:36,2016,April,Sunday,2016-04-10,18
 happa album,2016-04-10 18:04:34,2016,April,Sunday,2016-04-10,18
 beirut album,2016-04-10 18:04:28,2016,April,Sunday,2016-04-10,18
 beirut album,2016-04-10 16:35:46,2016,April,Sunday,2016-04-10,16
 meu mundo é o barro,2016-04-09 15:52:01,2016,April,Saturday,2016-04-09,15
 cãezinhos do canil abertura,2016-04-05 03:33:49,2016,April,Tuesday,2016-04-05,3
 meu mundo é o barro,2016-04-02 15:56:57,2016,April,Saturday,2016-04-02,15
 meu mundo é o barro,2016-04-02 13:15:04,2016,April,Saturday,2016-04-02,13
 terraqueos,2016-03-28 00:42:32,2016,March,Monday,2016-03-28,0
 terraqueos,2016-03-27 19:52:57,2016,March,Sunday,2016-03-27,19
 terraqueos,2016-03-24 21:52:05,2016,March,Thursday,2016-03-24,21
 ouro de tolo,2016-03-24 15:37:56,2016,March,Thursday,2016-03-24,15
 terraqueos,2016-03-22 11:15:42,2016,March,Tuesday,2016-03-22,11
 hibridização de orbitais,2016-03-22 03:54:30,2016,March,Tuesday,2016-03-22,3
 hibridização do carbono,2016-03-22 03:51:40,2016,March,Tuesday,2016-03-22,3
 terraqueos,2016-03-21 02:54:22,2016,March,Monday,2016-03-21,2
 sound of silence,2016-03-21 01:34:26,2016,March,Monday,2016-03-21,1
 sound of silence simon and garfunkel,2016-03-21 01:34:03,2016,March,Monday,2016-03-21,1
 terraqueos,2016-03-21 01:33:35,2016,March,Monday,2016-03-21,1
 terraqueos,2016-03-20 22:19:12,2016,March,Sunday,2016-03-20,22
 acustico mtv lulu santos,2016-03-20 14:18:40,2016,March,Sunday,2016-03-20,14
 astronauta lulu santos,2016-03-20 14:18:22,2016,March,Sunday,2016-03-20,14
 subniveis,2016-03-20 14:04:42,2016,March,Sunday,2016-03-20,14
 subniveis,2016-03-20 13:23:55,2016,March,Sunday,2016-03-20,13
 distribuição eletronica,2016-03-20 13:23:47,2016,March,Sunday,2016-03-20,13
 modelos atomicos,2016-03-20 13:22:07,2016,March,Sunday,2016-03-20,13
 distribuição eletronica,2016-03-20 12:49:06,2016,March,Sunday,2016-03-20,12
 astronauta lulu santos acustico mtv,2016-03-20 03:20:18,2016,March,Sunday,2016-03-20,3
 astronauta lulu santos acustico mtv,2016-03-19 16:23:23,2016,March,Saturday,2016-03-19,16
 astronauta lulu santos acustico mtv,2016-03-16 16:45:24,2016,March,Wednesday,2016-03-16,16
 astronauta lulu santos,2016-03-16 16:40:54,2016,March,Wednesday,2016-03-16,16
 dvd natiruts,2016-03-15 07:25:32,2016,March,Tuesday,2016-03-15,7
 jorge ben jor melhores musicas,2016-03-15 07:17:40,2016,March,Tuesday,2016-03-15,7
 jorge ben jor,2016-03-15 07:17:23,2016,March,Tuesday,2016-03-15,7
 emilio santiago,2016-03-15 07:16:17,2016,March,Tuesday,2016-03-15,7
 de passagem cicero,2016-03-15 07:13:03,2016,March,Tuesday,2016-03-15,7
 permutação simples,2016-03-15 00:42:34,2016,March,Tuesday,2016-03-15,0
 permutação simples,2016-03-14 19:57:23,2016,March,Monday,2016-03-14,19
 estatistica basica,2016-03-12 03:38:01,2016,March,Saturday,2016-03-12,3
 conjuntos matematica,2016-03-11 03:20:50,2016,March,Friday,2016-03-11,3
 turtle baby,2016-03-10 02:40:05,2016,March,Thursday,2016-03-10,2
 feneco,2016-03-10 02:32:56,2016,March,Thursday,2016-03-10,2
 baden powell,2016-03-07 16:42:52,2016,March,Monday,2016-03-07,16
 jorge ben jor  zeca,2016-03-07 16:32:13,2016,March,Monday,2016-03-07,16
 jorge ben jor ogum zeca,2016-03-07 16:32:07,2016,March,Monday,2016-03-07,16
 jorge ben jor ogum,2016-03-07 16:23:09,2016,March,Monday,2016-03-07,16
 iemanjá ponto,2016-03-07 16:09:07,2016,March,Monday,2016-03-07,16
 iemanjá maria bethania,2016-03-07 16:08:45,2016,March,Monday,2016-03-07,16
 yemanja maria bethania,2016-03-07 16:02:55,2016,March,Monday,2016-03-07,16
 estatistica basica,2016-03-07 15:15:35,2016,March,Monday,2016-03-07,15
 roar,2016-03-05 15:51:51,2016,March,Saturday,2016-03-05,15
 anatomia animal ossos,2016-03-05 14:42:36,2016,March,Saturday,2016-03-05,14
 anatomia animal ossos,2016-03-05 13:32:53,2016,March,Saturday,2016-03-05,13
 yemanja maria bethania,2016-03-05 02:54:27,2016,March,Saturday,2016-03-05,2
 ney matogrosso fala,2016-03-05 02:28:45,2016,March,Saturday,2016-03-05,2
 cockatiel singing,2016-03-02 14:57:52,2016,March,Wednesday,2016-03-02,14
 nada de seu madruga,2016-02-27 14:45:22,2016,February,Saturday,2016-02-27,14
 nada de seu madruga,2016-02-25 03:09:33,2016,February,Thursday,2016-02-25,3
 na veia cordel do fogo encantado,2016-02-23 16:12:51,2016,February,Tuesday,2016-02-23,16
 bita e os animais,2016-02-22 16:46:57,2016,February,Monday,2016-02-22,16
 reprovado seu madruga,2016-02-22 05:09:30,2016,February,Monday,2016-02-22,5
 panquecas de toucinho,2016-02-22 05:08:43,2016,February,Monday,2016-02-22,5
 bacon pancakes,2016-02-22 05:07:59,2016,February,Monday,2016-02-22,5
 hora de aventura,2016-02-22 05:07:43,2016,February,Monday,2016-02-22,5
 gravity falls abertura,2016-02-22 05:06:19,2016,February,Monday,2016-02-22,5
 gravity falls,2016-02-22 05:06:10,2016,February,Monday,2016-02-22,5
 maisa silva,2016-02-22 04:49:14,2016,February,Monday,2016-02-22,4
 pizza saudavel,2016-02-22 03:44:33,2016,February,Monday,2016-02-22,3
 labirinto desmantelo,2016-02-22 03:44:21,2016,February,Monday,2016-02-22,3
 mila cozzi,2016-02-22 03:44:11,2016,February,Monday,2016-02-22,3
 lirinha,2016-02-22 03:44:02,2016,February,Monday,2016-02-22,3
 yuri domeniconi,2016-02-22 03:43:55,2016,February,Monday,2016-02-22,3
 comercial samarco,2016-02-22 03:43:46,2016,February,Monday,2016-02-22,3
 pentatonix,2016-02-22 03:43:34,2016,February,Monday,2016-02-22,3
 evelyn regly e bianca andrade,2016-02-22 03:43:18,2016,February,Monday,2016-02-22,3
 evelyn regly,2016-02-22 03:14:47,2016,February,Monday,2016-02-22,3
 evelyn regly,2016-02-22 02:12:46,2016,February,Monday,2016-02-22,2
 rayza nicácio,2016-02-22 02:10:59,2016,February,Monday,2016-02-22,2
 nathalie barros,2016-02-22 02:10:15,2016,February,Monday,2016-02-22,2
 evelyn regly e bianca andrade,2016-02-22 01:56:09,2016,February,Monday,2016-02-22,1
 boca rosa,2016-02-22 01:46:52,2016,February,Monday,2016-02-22,1
 deadpool trailer 2016 official,2016-02-22 01:32:10,2016,February,Monday,2016-02-22,1
 pentatonix,2016-02-22 01:24:06,2016,February,Monday,2016-02-22,1
 comercial samarco,2016-02-20 03:24:38,2016,February,Saturday,2016-02-20,3
 own my own,2016-02-19 01:00:08,2016,February,Friday,2016-02-19,1
 comportamento animal,2016-02-18 20:15:35,2016,February,Thursday,2016-02-18,20
 lirinha,2016-02-18 03:10:31,2016,February,Thursday,2016-02-18,3
 yuri domeniconi,2016-02-15 06:07:32,2016,February,Monday,2016-02-15,6
 picadinho panelinha,2016-02-12 14:58:40,2016,February,Friday,2016-02-12,14
 picadinho panelinha,2016-02-12 03:10:14,2016,February,Friday,2016-02-12,3
 caetano veloso indio,2016-02-12 02:53:35,2016,February,Friday,2016-02-12,2
 picadinho panelinha,2016-02-11 15:17:57,2016,February,Thursday,2016-02-11,15
 pizza pesto,2016-02-11 15:17:33,2016,February,Thursday,2016-02-11,15
 pizza saudavel,2016-02-11 14:47:32,2016,February,Thursday,2016-02-11,14
 mila cozzi,2016-02-11 01:27:07,2016,February,Thursday,2016-02-11,1
 panelinha rita lobo,2016-02-11 00:54:25,2016,February,Thursday,2016-02-11,0
 tove lo,2016-02-09 17:45:17,2016,February,Tuesday,2016-02-09,17
 ai seu madruga,2016-02-07 14:48:13,2016,February,Sunday,2016-02-07,14
 nos quintais do mundo nação zumbi,2016-02-07 02:13:35,2016,February,Sunday,2016-02-07,2
 chico science e nação zumbi album 1999,2016-02-07 02:13:00,2016,February,Sunday,2016-02-07,2
 chico science e nação zumbi album,2016-02-07 02:12:39,2016,February,Sunday,2016-02-07,2
 da lama ao caos,2016-02-07 01:34:12,2016,February,Sunday,2016-02-07,1
 johnny hooker carnaval recife,2016-02-06 23:12:14,2016,February,Saturday,2016-02-06,23
 becky g shower,2016-02-06 15:57:36,2016,February,Saturday,2016-02-06,15
 desbunde geral,2016-02-06 15:57:27,2016,February,Saturday,2016-02-06,15
 desbunde geral,2016-02-06 14:43:48,2016,February,Saturday,2016-02-06,14
 johnny hooker,2016-02-06 13:01:54,2016,February,Saturday,2016-02-06,13
 becky g shower,2016-02-06 12:56:19,2016,February,Saturday,2016-02-06,12
 labirinto desmantelo,2016-02-01 16:00:57,2016,February,Monday,2016-02-01,16
 lola colors,2016-01-31 21:09:49,2016,January,Sunday,2016-01-31,21
 lola colors azul,2016-01-31 21:09:45,2016,January,Sunday,2016-01-31,21
 lola colors azul bebe,2016-01-31 21:09:17,2016,January,Sunday,2016-01-31,21
 lola colors cor,2016-01-31 20:54:09,2016,January,Sunday,2016-01-31,20
 labirinto desmantelo,2016-01-30 14:46:23,2016,January,Saturday,2016-01-30,14
 caetano veloso,2016-01-30 14:45:28,2016,January,Saturday,2016-01-30,14
 liniker,2016-01-30 14:35:37,2016,January,Saturday,2016-01-30,14
 camila coelho english channel,2016-01-30 05:00:02,2016,January,Saturday,2016-01-30,5
 bruna malheiros,2016-01-30 03:27:38,2016,January,Saturday,2016-01-30,3
 bruna malheiros,2016-01-29 23:06:54,2016,January,Friday,2016-01-29,23
 liniker,2016-01-29 22:53:49,2016,January,Friday,2016-01-29,22
 bang jessie j ariana grande nicki minaj,2016-01-29 22:09:28,2016,January,Friday,2016-01-29,22
 bongar samba rasteiro,2016-01-29 20:48:48,2016,January,Friday,2016-01-29,20
 bongar samba rasteiro,2016-01-29 20:15:09,2016,January,Friday,2016-01-29,20
 bongar samba rasteiri,2016-01-29 20:11:23,2016,January,Friday,2016-01-29,20
 jaloo,2016-01-28 01:22:44,2016,January,Thursday,2016-01-28,1
 liniker,2016-01-28 00:40:31,2016,January,Thursday,2016-01-28,0
 david bowie best of,2016-01-28 00:37:04,2016,January,Thursday,2016-01-28,0
 chicago,2016-01-28 00:36:21,2016,January,Thursday,2016-01-28,0
 winner ingles,2016-01-27 05:02:52,2016,January,Wednesday,2016-01-27,5
 tove lo habits,2016-01-25 10:44:12,2016,January,Monday,2016-01-25,10
 tove lo,2016-01-25 10:42:40,2016,January,Monday,2016-01-25,10
 estilo bifasico,2016-01-25 05:33:06,2016,January,Monday,2016-01-25,5
 prairieton blue hole,2016-01-25 04:50:18,2016,January,Monday,2016-01-25,4
 somewhere only we know keane,2016-01-24 03:24:01,2016,January,Sunday,2016-01-24,3
 somewhere only we know keane live,2016-01-24 03:20:10,2016,January,Sunday,2016-01-24,3
 somewhere only we know,2016-01-24 03:10:06,2016,January,Sunday,2016-01-24,3
 bruno mars best songs,2016-01-22 15:39:34,2016,January,Friday,2016-01-22,15
 bruno mars,2016-01-22 15:38:56,2016,January,Friday,2016-01-22,15
 aleatoriedades,2016-01-22 15:38:46,2016,January,Friday,2016-01-22,15
 aleatoriedades,2016-01-22 15:01:18,2016,January,Friday,2016-01-22,15
 liniker,2016-01-22 12:34:26,2016,January,Friday,2016-01-22,12
 zootecnia pernambuco,2016-01-22 05:32:26,2016,January,Friday,2016-01-22,5
 ovinocultura,2016-01-22 05:29:46,2016,January,Friday,2016-01-22,5
 ovinocultura,2016-01-22 04:43:15,2016,January,Friday,2016-01-22,4
 ovicultura,2016-01-22 04:43:09,2016,January,Friday,2016-01-22,4
 katy perry dark horse,2016-01-21 17:26:10,2016,January,Thursday,2016-01-21,17
 uptown funk,2016-01-21 17:26:02,2016,January,Thursday,2016-01-21,17
 becky g best of,2016-01-21 17:25:53,2016,January,Thursday,2016-01-21,17
 shower becky g lyrics,2016-01-21 17:21:17,2016,January,Thursday,2016-01-21,17
 bruna malheiros,2016-01-21 16:30:52,2016,January,Thursday,2016-01-21,16
 becky g best of,2016-01-21 16:30:32,2016,January,Thursday,2016-01-21,16
 becky g best of,2016-01-21 15:38:04,2016,January,Thursday,2016-01-21,15
 becky g don't stop dancing,2016-01-21 15:37:39,2016,January,Thursday,2016-01-21,15
 rafael prococopio,2016-01-21 04:01:38,2016,January,Thursday,2016-01-21,4
 rafael prococopio,2016-01-21 02:53:04,2016,January,Thursday,2016-01-21,2
 como estudar matematica,2016-01-21 02:52:46,2016,January,Thursday,2016-01-21,2
 uptown funk,2016-01-21 01:27:26,2016,January,Thursday,2016-01-21,1
 zootecnia ufrpe,2016-01-20 17:00:53,2016,January,Wednesday,2016-01-20,17
 zootecnia,2016-01-20 17:00:42,2016,January,Wednesday,2016-01-20,17
 zootecnia,2016-01-20 16:22:54,2016,January,Wednesday,2016-01-20,16
 move body girl,2016-01-19 16:03:51,2016,January,Tuesday,2016-01-19,16
 movie a body girl,2016-01-19 16:00:49,2016,January,Tuesday,2016-01-19,16
 bang jessie j ariana grande nicki minaj,2016-01-18 15:55:44,2016,January,Monday,2016-01-18,15
 bang jessie j ariana grande nicki minaj,2016-01-17 05:08:05,2016,January,Sunday,2016-01-17,5
 bang jessie j ariana grande nicki minaj,2016-01-16 16:01:49,2016,January,Saturday,2016-01-16,16
 maroon 5,2016-01-14 15:44:50,2016,January,Thursday,2016-01-14,15
 sia elastic heart,2016-01-14 15:18:17,2016,January,Thursday,2016-01-14,15
 keane album,2016-01-14 03:23:26,2016,January,Thursday,2016-01-14,3
 peixes nao fedem,2016-01-14 02:37:01,2016,January,Thursday,2016-01-14,2
 jessie j,2016-01-12 19:22:17,2016,January,Tuesday,2016-01-12,19
 jessie j,2016-01-12 15:59:43,2016,January,Tuesday,2016-01-12,15
 loka loka,2016-01-12 15:53:04,2016,January,Tuesday,2016-01-12,15
 bang jessie j ariana grande nicki minaj,2016-01-12 15:42:33,2016,January,Tuesday,2016-01-12,15
 top baladas 2015,2016-01-12 15:39:18,2016,January,Tuesday,2016-01-12,15
 top baladas dançar 2015,2016-01-12 15:39:12,2016,January,Tuesday,2016-01-12,15
 becky g best of,2016-01-12 14:55:18,2016,January,Tuesday,2016-01-12,14
 ivete no fantastico,2016-01-12 05:47:55,2016,January,Tuesday,2016-01-12,5
 aha early,2016-01-12 05:36:18,2016,January,Tuesday,2016-01-12,5
 cry in the rain early,2016-01-12 05:36:08,2016,January,Tuesday,2016-01-12,5
 cry in the rain,2016-01-12 05:10:05,2016,January,Tuesday,2016-01-12,5
 bruna malheiros contorno,2016-01-12 04:57:02,2016,January,Tuesday,2016-01-12,4
 bruna malheiros,2016-01-12 04:56:50,2016,January,Tuesday,2016-01-12,4
